placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,seq,area,inv,transecto,parcela,distancia,ns,metragem,quadra,recruit,data_morta,altura,altura_1,dap.04,mv.04,obs.04,data04,pq_f4,obs_f4,am_f4,c.05,mv.05,obs.05,pp_ne5,tombada5,am_f5,pq_f5,obs_cic5,qtotal5,data_cic5,c.06,mv.06,obs.06,pp_ne6,am_f6,pq_f6,obs_cic6,data_cic6,qtotal6,data06,dap.07,c.07,mv.07,obs.07,pp_ne7,tombada7,data_c07P,c07P,obs_c07P,c07_CP,am_f7,pq_f7,nova_placa.07,data07,dap.08,c.08,mv.08,obs.08,data08,NA.CORRECAO,Cicat,Rec,c.09,mv.09,obs.09,cicat_c09,recup_c09,am_f9,pq_f9,qt_f9,obs_cic9,data_cic9,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,c.22,mv.22,obs.22,alt22,data22,equipe.22,mv.23,obs.23,data23,equipe.23,dap.24,c.24,mv.24,obs.24,data24,equipe.24
80481,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Caesalpiniaceae,,0.59125,,1,10a20cm,K,B,-4.8,N,907,,r22,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,5,v,,,12_07_2022,Ebis_Raimundo_Bat,v,,29_06_2023,Antonio; Ebis,11.8,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80480,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Caesalpiniaceae,,0.59125,,1,10a20cm,K,B,3.6,S,910,,r22,,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,v,,,12_07_2022,Ebis_Raimundo_Bat,v,,29_06_2023,Antonio; Ebis,16.8,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80485,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,B,-1.4,N,946,,r22,2023,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,5,v,,,12_07_2022,Ebis_Raimundo_Bat,m,,29_06_2023,Antonio; Ebis,,0,m,morta,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80486,,envira_cabo_de_rodo,Guasch,Guatteria,schomburgkiana Mart.,Annonaceae,,0.6,,1,10a20cm,K,B,-4,N,951,,r22,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,5,v,,,12_07_2022,Ebis_Raimundo_Bat,v,,29_06_2023,Antonio; Ebis,13.5,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80488,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,,1,10a20cm,K,B,-5,N,956.5,,r22,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,5,v,,,12_07_2022,Ebis_Raimundo_Bat,v,,29_06_2023,Antonio; Ebis,12.8,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80489,,inga_pretinho,Inghet,Inga ,heterophylla Willd.,Mimosaceae,Mimosoideae,0.56,,1,10a20cm,K,B,-1.9,N,962,,r22,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,5,v,,,12_07_2022,Ebis_Raimundo_Bat,v,,29_06_2023,Antonio; Ebis,12.5,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80491,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,,1,10a20cm,K,B,-5,N,972,,r22,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,5,v,,,12_07_2022,Ebis_Raimundo_Bat,v,tombada,29_06_2023,Antonio; Ebis,13.3,3,v,tombada,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80497,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,2.7,S,1003,,r22,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,5,v,,,12_07_2022,Ebis_Raimundo_Bat,v,,28_06_2023,Bate; Mychellyne; Leo,14.1,4,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80504,,lacre_folha_prata,Vislat,Vismia,latifolia (Aubl.) Choisy,Hypericaceae,,,,1,10a20cm,K,C,7,S,1037,,r22,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,27.4,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80506,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,,1,10a20cm,K,C,4,S,1096,,r22,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,4,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,11.4,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80507,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,,1,10a20cm,K,C,4.6,S,1101,,r22,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,12.8,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80508,,lacre_folha_prata,Vislat,Vismia,latifolia (Aubl.) Choisy,Hypericaceae,,,,1,10a20cm,K,C,-4,N,1103,,r22,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,12.4,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80509,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,,1,10a20cm,K,C,-4.6,N,1105,,r22,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,2,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,12.6,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80511,,tarana,Chasch,Chaetocarpus,schomburgkianus (O. Kze) Pav.et K.,Peraceae,,0.81,,1,10a20cm,K,C,8,S,1122,,r22,,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,26.4,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80512,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,,1,10a20cm,K,C,2.9,S,1126,,r22,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,11.7,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80513,,tarana,Chasch,Chaetocarpus,schomburgkianus (O. Kze) Pav.et K.,Peraceae,,0.81,,1,10a20cm,K,C,5,S,1126,,r22,,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,11.7,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80514,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,-5,N,1145,,r22,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,16.4,5,v,bifurcada,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80515,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,-5,N,1145,,r22,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,14,5,v,bifurcada,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80516,,lacre_folha_prata,Vislat,Vismia,latifolia (Aubl.) Choisy,Hypericaceae,,,,1,10a20cm,K,C,-3.7,N,1155,,r22,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,15.7,5,v,metra= 1155,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80517,,lacre_folha_prata,Vislat,Vismia,latifolia (Aubl.) Choisy,Hypericaceae,,,,1,10a20cm,K,C,-2.5,N,1160.5,,r22,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,13.3,4,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80518,,mata_fome,Matgui,Matayba,guianensis Aubl.,Sapindaceae,,0.735,,1,10a20cm,K,C,-4.5,N,1165,,r22,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,18.3,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80519,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,-5,N,1169,,r22,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,19.8,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80526,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Caesalpiniaceae,,0.59125,,1,10a20cm,K,C,3.2,S,1217,,r22,,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,17.5,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80527,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,-2,N,1219,,r22,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,14.2,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80528,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,2.6,S,1220,,r22,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,12.6,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80531,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Caesalpiniaceae,,0.59125,,1,10a20cm,K,C,5.5,S,1260,,r22,,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,28.9,5,v,bifurcada,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80533,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,,1,10a20cm,K,C,-1.7,N,1293,,r22,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,10.9,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80534,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Caesalpiniaceae,,0.59125,,1,10a20cm,K,C,-0.6,N,1296,,r22,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,13.5,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80535,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,,1,10a20cm,K,C,-3,N,1305,,r22,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,11.1,5,v,cq/cr,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80536,,embauba_vermelha,Cecdis,Cecropia,distachya Huber,Urticaceae,,,,1,10a20cm,K,C,5.7,S,1305,,r22,,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,22.3,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80538,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,3.1,S,1317,,r22,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,13.6,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80540,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,3.2,S,1329,,r22,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,10.7,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80543,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,-3,N,1346.5,,r22,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,16,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80545,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,-3,N,1363.5,,r22,,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,11.4,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80546,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,,1,10a20cm,K,C,7,S,1365,,r22,,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,24,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80547,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,,1,10a20cm,K,C,9,S,1371,,r22,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,27.5,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80551,,embauba_vermelha,Cecdis,Cecropia,distachya Huber,Urticaceae,,,,1,10a20cm,K,C,-5.8,N,1388,,r22,,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,22.4,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80552,,tarana,Chasch,Chaetocarpus,schomburgkianus (O. Kze) Pav.et K.,Peraceae,,0.81,,1,10a20cm,K,C,2.9,S,1390,,r22,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,13.1,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80553,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,4.2,S,1392.5,,r22,,7.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,11.8,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80554,,sucuuba,Himart,Himatanthus,articulatus (Vahl) Woodson,Apocynaceae,,0.46,,1,10a20cm,K,C,-4.9,N,1392.2,,r22,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,12.8,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80555,,tarana,Chasch,Chaetocarpus,schomburgkianus (O. Kze) Pav.et K.,Peraceae,,0.81,,1,10a20cm,K,C,-2.8,N,1398,,r22,,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,5,v,dap= 1.1m,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,16,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80556,,tatapiririca,Tapgui,Tapirira,guianensis Aubl.,Anacardiaceae,,0.457,,1,10a20cm,K,C,3.7,S,1401,,r22,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,11.9,5,v,bifurcada,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80557,,tatapiririca,Tapgui,Tapirira,guianensis Aubl.,Anacardiaceae,,0.457,,1,10a20cm,K,C,3.7,S,1401,,r22,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,14,5,v,bifurcada,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80558,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,,1,10a20cm,K,C,-2.8,N,1402.5,,r22,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,13.7,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80559,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,-3.5,N,1411.5,,r22,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,15,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80561,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,-3.7,N,1418,,r22,,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,10.2,4,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80562,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,,1,10a20cm,K,C,3.6,S,1423,,r22,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,4,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,12.5,4,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80563,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Caesalpiniaceae,,0.59125,,1,10a20cm,K,C,4,S,1440,,r22,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,16.5,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80565,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Caesalpiniaceae,,0.59125,,1,10a20cm,K,C,4.2,S,1445,,r22,,10.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,5,v,,,13_07_2022,Ebis_Raimundo_Bat_Darlisson,v,,28_06_2023,Bate; Mychellyne; Leo,15.8,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
